"Gene.name"	"Wormbase.ID"	"Transcript.name"	"Chromosome"	"Strand"	"Relative.loc.chromosome"	"GermlineExpression"	"Total.value.of.PATC.algorithm"	"PATC.density"	"Bin.size"	"Bases.with.PATC.55"	"Frequency.of.PATCs.55"	"stoekius_oocyte_rpkm"	"spermatogenic_gonad_fem.3_RPKM_Ortiz_2014"	"Gene.expression__Ortiz_2014"
"srh-57"	"WBGene00005280"	"Y49F6A.2"	"II"	"+"	0.234891230498852	FALSE	12307	9	1439	72	0.0500347463516331	0	NA	NA
"srh-59"	"WBGene00005281"	"W10G11.10"	"II"	"+"	0.234483917944273	FALSE	12417	9	1406	52	0.0369843527738265	0	NA	NA
"srh-60"	"WBGene00005282"	"W10G11.9"	"II"	"+"	0.234630945766859	FALSE	11675	7	1603	0	0	0	NA	NA
"srh-61"	"WBGene00005283"	"T21B4.8"	"II"	"-"	0.819120861975071	FALSE	14181	10	1429	0	0	0	NA	NA
"srh-62"	"WBGene00005284"	"ZK6.9"	"V"	"-"	0.0192317213864534	FALSE	12410	9	1441	0	0	0	NA	NA
"srh-63"	"WBGene00005285"	"T27E7.8"	"IV"	"+"	0.83026606124937	FALSE	23526	18	1330	143	0.107518796992481	0	NA	NA
"srh-67"	"WBGene00005288"	"T21B4.6"	"II"	"+"	0.818718359812194	FALSE	8777	7	1186	0	0	0	NA	NA
"srh-68"	"WBGene00005289"	"T21B4.5"	"II"	"+"	0.818610535045798	FALSE	8964	8	1115	0	0	0	NA	NA
"srh-69"	"WBGene00005290"	"T21B4.7"	"II"	"-"	0.819020989080673	FALSE	8463	8	1084	0	0	0	NA	NA
"srh-70"	"WBGene00005291"	"T21B4.9"	"II"	"-"	0.819226428802505	FALSE	5992	5	1106	0	0	0	NA	NA
"srh-71"	"WBGene00005292"	"T10D4.5"	"II"	"+"	0.204471262360007	FALSE	8786	6	1394	41	0.0294117647058824	0	NA	NA
"srh-72"	"WBGene00005293"	"ZC204.5"	"II"	"-"	0.107327659863551	FALSE	5731	4	1384	0	0	0	NA	NA
"srh-74"	"WBGene00005295"	"C45B11.4"	"V"	"-"	0.5280008822329	FALSE	18579	12	1518	0	0	0	NA	NA
"srh-75"	"WBGene00005296"	"T04C12.2a"	"V"	"-"	0.5283946372092	FALSE	26159	14	1838	150	0.0816104461371056	0	NA	NA
"srh-76"	"WBGene00005297"	"F26F12.6b"	"V"	"+"	0.278840413339973	FALSE	10044	8	1202	0	0	0	NA	NA
"srh-77"	"WBGene00005298"	"DC2.6"	"V"	"-"	0.0107525121653513	FALSE	63270	31	2056	559	0.271887159533074	0	NA	NA
"srh-78"	"WBGene00005299"	"DC2.2"	"V"	"+"	0.010433551039993	FALSE	64569	28	2320	453	0.195258620689655	0	NA	NA
"srh-79"	"WBGene00005300"	"C04F2.1"	"V"	"+"	0.35836039930836	FALSE	8415	6	1316	0	0	0	NA	NA
"srh-80"	"WBGene00005301"	"DC2.1"	"V"	"+"	0.0105788613938515	FALSE	79769	28	2845	492	0.172934973637961	0	NA	NA
"srh-82"	"WBGene00005303"	"W03F9.6"	"V"	"+"	0.00698056028957885	FALSE	22832	13	1738	122	0.0701956271576525	0	NA	NA
"srh-87"	"WBGene00005308"	"H27D07.6"	"V"	"-"	0.140747713888907	FALSE	12008	9	1304	31	0.0237730061349693	0	NA	NA
"srh-88"	"WBGene00005309"	"C44C3.9"	"V"	"-"	0.141665097509197	FALSE	14187	11	1321	69	0.0522331566994701	0	NA	NA
"srh-89"	"WBGene00005310"	"F25E5.14"	"V"	"-"	0.356718279999503	FALSE	13063	9	1518	0	0	0	NA	NA
"srh-92"	"WBGene00005313"	"F25E5.13"	"V"	"-"	0.356541642253125	FALSE	23950	18	1314	207	0.157534246575342	0	NA	NA
"srh-95"	"WBGene00005315"	"F21H7.11"	"V"	"+"	0.776501970447587	FALSE	22763	14	1577	20	0.0126823081800888	0	NA	NA
"srh-98"	"WBGene00005317"	"F21H7.14"	"V"	"-"	0.775918530618643	FALSE	3331	6	577	0	0	0	NA	NA
"srh-99"	"WBGene00005318"	"C46E10.7"	"II"	"-"	0.243188370815884	FALSE	9928	6	1556	0	0	0	NA	NA
"srh-113"	"WBGene00005332"	"Y68A4A.7"	"V"	"+"	0.822666766391801	FALSE	8243	7	1170	0	0	0	NA	NA
"srh-115"	"WBGene00005334"	"Y61B8A.2"	"V"	"+"	0.824714469097475	FALSE	8728	6	1382	0	0	0	NA	NA
"srh-116"	"WBGene00005335"	"Y61B8A.1"	"V"	"-"	0.824597642536052	FALSE	17182	8	2198	72	0.0327570518653321	0	NA	NA
"srh-119"	"WBGene00005338"	"Y102A5C.21"	"V"	"+"	0.811179267240102	FALSE	22526	14	1655	89	0.0537764350453172	0	NA	NA
"srh-120"	"WBGene00005339"	"T27C5.1"	"V"	"+"	0.831423453631158	FALSE	43914	19	2361	305	0.129182549767048	0	NA	NA
"srh-122"	"WBGene00005340"	"R08H2.5"	"V"	"-"	0.734903446634468	FALSE	32130	21	1503	320	0.21290751829674	0	NA	NA
"srh-123"	"WBGene00005341"	"F08E10.3"	"V"	"+"	0.83514551107857	FALSE	5850	4	1473	0	0	0	NA	NA
"srh-125"	"WBGene00005342"	"C18B10.8"	"V"	"-"	0.357301743724246	FALSE	11761	9	1241	0	0	0	NA	NA
"srh-127"	"WBGene00005344"	"F37B4.1"	"V"	"+"	0.138329435131986	FALSE	67323	29	2309	447	0.193590298830663	0	NA	NA
"srh-128"	"WBGene00005345"	"Y47G7B.1"	"II"	"-"	0.17699253787169	FALSE	68073	37	1847	528	0.285868976719004	0	NA	NA
"srh-129"	"WBGene00005346"	"F14F9.7"	"V"	"-"	0.245794530538353	FALSE	20244	14	1499	31	0.0206804536357572	0	NA	NA
"srh-130"	"WBGene00005347"	"F14F9.1"	"V"	"+"	0.246226184251904	FALSE	18835	10	1803	22	0.0122018857459789	0	NA	NA
"srh-131"	"WBGene00005348"	"Y102A5C.31"	"V"	"+"	0.81274969915189	FALSE	5964	5	1265	0	0	0	NA	NA
"srh-132"	"WBGene00005349"	"T27C5.5"	"V"	"+"	0.832099274619125	FALSE	8833	6	1451	0	0	0	NA	NA
"srh-133"	"WBGene00005350"	"Y59A8B.3"	"V"	"-"	0.860885086058331	FALSE	10667	6	1804	0	0	0	NA	NA
"srh-134"	"WBGene00005351"	"Y59A8B.4"	"V"	"-"	0.861012641833515	FALSE	28602	11	2686	188	0.0699925539836188	0	NA	NA
"srh-135"	"WBGene00005352"	"T01E8.7"	"II"	"-"	0.669303339439367	FALSE	11128	10	1088	0	0	0	NA	NA
"srh-136"	"WBGene00005353"	"F36D3.6"	"V"	"-"	0.788408195685566	FALSE	26286	16	1603	125	0.0779787897691828	0	NA	NA
"srh-137"	"WBGene00005354"	"Y70C5C.4"	"V"	"-"	0.798889084303423	FALSE	5666	5	1195	0	0	0	NA	NA
"srh-138"	"WBGene00005355"	"T08G3.12"	"V"	"-"	0.787136771906952	FALSE	29723	18	1650	183	0.110909090909091	0	NA	NA
"srh-142"	"WBGene00005359"	"T08G3.3"	"V"	"-"	0.786658139052522	FALSE	18752	12	1578	175	0.110899873257288	0	NA	NA
"srh-145"	"WBGene00005361"	"F26D2.4"	"V"	"+"	0.784321201595475	FALSE	4953	4	1131	0	0	0	NA	NA
"srh-147"	"WBGene00005363"	"K08G2.12a"	"V"	"-"	0.757464832552578	FALSE	19835	9	2239	62	0.0276909334524341	0	NA	NA
"srh-148"	"WBGene00005364"	"K08G2.5"	"V"	"-"	0.757860785942388	FALSE	12824	8	1558	0	0	0	NA	NA
"srh-149"	"WBGene00005365"	"K08G2.13"	"V"	"-"	0.757046679965475	FALSE	11309	9	1229	52	0.0423108218063466	0	NA	NA
"srh-154"	"WBGene00005370"	"F20E11.12"	"V"	"+"	0.833538064574096	FALSE	6426	5	1219	0	0	0	NA	NA
"srh-159"	"WBGene00005375"	"F40D4.3"	"V"	"+"	0.821202288452881	FALSE	10877	8	1280	0	0	0	NA	NA
"srh-166"	"WBGene00005382"	"Y38H6C.12"	"V"	"-"	0.980936074914286	FALSE	6838	6	1167	0	0	0	NA	NA
"srh-167"	"WBGene00005383"	"F57G8.3a"	"V"	"+"	0.780646481725927	FALSE	13200	10	1352	0	0	0	NA	NA
"srh-169"	"WBGene00005385"	"C49G7.2"	"V"	"+"	0.193488944369624	FALSE	14624	10	1514	31	0.0204755614266843	0	NA	NA
"srh-170"	"WBGene00005386"	"R08H2.3"	"V"	"-"	0.735412164299867	FALSE	19793	10	1948	0	0	0	NA	NA
"srh-171"	"WBGene00005387"	"Y60A3A.5"	"V"	"+"	0.954356610390467	FALSE	100861	15	6860	552	0.080466472303207	0	NA	NA
"srh-173"	"WBGene00005389"	"Y60A3A.4a"	"V"	"+"	0.95459767121101	FALSE	7282	4	1775	0	0	0	NA	NA
"srh-174"	"WBGene00005390"	"F40D4.1"	"V"	"+"	0.821029999741925	FALSE	8799	7	1246	0	0	0	NA	NA
"srh-177"	"WBGene00005392"	"K02E2.3"	"V"	"-"	0.973436784619517	FALSE	48696	27	1774	338	0.190529875986471	0	NA	NA
"srh-178"	"WBGene00005393"	"ZK228.8"	"V"	"-"	0.883160009137753	FALSE	11752	6	1865	42	0.0225201072386059	0	NA	NA
"srh-179"	"WBGene00005394"	"ZK228.7"	"V"	"+"	0.883056134099401	FALSE	6624	4	1672	0	0	0	NA	NA
"srh-180"	"WBGene00005395"	"F57G8.1"	"V"	"+"	0.779872186150186	FALSE	15482	12	1239	31	0.0250201775625504	0	NA	NA
"srh-181"	"WBGene00005396"	"ZK228.6"	"V"	"+"	0.882968675474977	FALSE	28026	16	1746	280	0.160366552119129	0	NA	NA
"srh-182"	"WBGene00005397"	"ZK228.5"	"V"	"-"	0.882842601239332	FALSE	16097	11	1531	138	0.0901371652514696	0	NA	NA
"srh-183"	"WBGene00005398"	"Y60A3A.3"	"V"	"-"	0.954731081456956	FALSE	42726	16	2711	202	0.0745112504610845	0	NA	NA
"srh-184"	"WBGene00005399"	"D1054.12"	"V"	"-"	0.516030257816555	FALSE	10894	8	1295	0	0	0	NA	NA
"srh-185"	"WBGene00005400"	"C50H11.7"	"V"	"+"	0.146570259862035	FALSE	10385	8	1270	0	0	0	NA	NA
"srh-186"	"WBGene00005401"	"F36G9.2"	"V"	"+"	0.762582452454529	FALSE	10435	8	1228	32	0.0260586319218241	0	NA	NA
"srh-187"	"WBGene00005402"	"F10G2.8"	"V"	"-"	0.350753625709586	FALSE	9629	8	1199	0	0	0	NA	NA
"srh-190"	"WBGene00005404"	"C17E7.2"	"V"	"+"	0.186570083033122	FALSE	19416	13	1439	148	0.102849200833912	0	NA	NA
"srh-194"	"WBGene00005407"	"F47D2.10b"	"V"	"-"	0.205154060995461	FALSE	35994	21	1675	319	0.19044776119403	0	NA	NA
"srh-195"	"WBGene00005408"	"R52.7"	"II"	"-"	0.138468859520266	FALSE	17923	8	2264	93	0.0410777385159011	0	NA	NA
"srh-199"	"WBGene00005410"	"ZK697.11"	"V"	"-"	0.0836723350688056	FALSE	28441	18	1549	210	0.13557133634603	0	NA	NA
"srh-200"	"WBGene00005411"	"F07C4.13"	"V"	"-"	0.365749219324246	FALSE	11161	8	1330	0	0	0	NA	NA
"srh-201"	"WBGene00005412"	"R03H4.9"	"V"	"-"	0.430747202518808	FALSE	30231	18	1667	184	0.110377924415117	0	NA	NA
"srh-203"	"WBGene00005414"	"F20E11.10"	"V"	"-"	0.834221269363961	FALSE	9859	5	1803	0	0	0	NA	NA
"srh-206"	"WBGene00005416"	"Y102A5C.15"	"V"	"-"	0.810273568665534	FALSE	6203	6	1113	0	0	0	NA	NA
"srh-207"	"WBGene00005417"	"ZK262.1"	"V"	"-"	0.879826234528665	FALSE	7518	6	1200	33	0.0275	0	NA	NA
"srh-208"	"WBGene00005418"	"C43D7.6"	"V"	"+"	0.923234793430376	FALSE	4549	4	1139	0	0	0	NA	NA
"srh-209"	"WBGene00005419"	"ZK262.11"	"V"	"-"	0.879570645062315	FALSE	4289	4	1139	0	0	0	NA	NA
"srh-210"	"WBGene00005420"	"D1065.4b"	"V"	"-"	0.194534887388658	FALSE	37986	18	2119	206	0.097215667767815	0	NA	NA
"srh-211"	"WBGene00005421"	"D1065.5"	"V"	"-"	0.194938917558538	FALSE	51411	29	1753	399	0.227609811751284	0	NA	NA
"srh-212"	"WBGene00005422"	"T22F3.6"	"V"	"-"	0.171866782832111	FALSE	12263	6	1955	0	0	0	NA	NA
"srh-214"	"WBGene00005424"	"T20B3.4"	"V"	"-"	0.804284564556413	FALSE	16771	11	1521	83	0.05456936226167	0	NA	NA
"srh-216"	"WBGene00005426"	"T20B3.5"	"V"	"-"	0.804162504815004	FALSE	66712	30	2239	425	0.189816882536847	0	NA	NA
"srh-217"	"WBGene00005427"	"Y113G7B.2"	"V"	"-"	0.965120473060354	FALSE	37223	21	1784	263	0.147421524663677	0	NA	NA
"srh-218"	"WBGene00005428"	"C06B8.10"	"V"	"+"	0.740524622709229	FALSE	36945	21	1782	310	0.173961840628507	0	NA	NA
"srh-219"	"WBGene00005429"	"C06B8.6"	"V"	"+"	0.740622476006228	FALSE	14006	11	1242	78	0.0628019323671498	0	NA	NA
"srh-220"	"WBGene00005430"	"F47C12.5"	"IV"	"-"	0.227349998676676	FALSE	21917	14	1587	133	0.0838059231253938	0	NA	NA
"srh-222"	"WBGene00005432"	"F47C12.10"	"IV"	"+"	0.227538236483276	FALSE	9693	7	1381	0	0	0	NA	NA
"srh-227"	"WBGene00005435"	"C35D6.2"	"IV"	"-"	0.934234837896266	FALSE	10026	6	1710	0	0	0	NA	NA
"srh-228"	"WBGene00005436"	"C35D6.1"	"IV"	"+"	0.934073352380431	FALSE	10026	6	1710	0	0	0	NA	NA
"srh-229"	"WBGene00005437"	"C04F2.4"	"V"	"-"	0.358604757749169	FALSE	10991	7	1532	0	0	0	NA	NA
"srh-233"	"WBGene00005440"	"Y113G7A.1"	"V"	"+"	0.958268065940935	FALSE	127823	40	3184	1010	0.317211055276382	0	NA	NA
"srh-234"	"WBGene00005441"	"F07C4.14"	"V"	"-"	0.365655882333262	FALSE	25622	16	1616	102	0.0631188118811881	0	NA	NA
"srh-236"	"WBGene00005443"	"Y68A4A.9"	"V"	"-"	0.822559235296198	FALSE	10500	8	1324	0	0	0	NA	NA
"srh-239"	"WBGene00005446"	"T26H5.3"	"V"	"+"	0.738216145148818	FALSE	14040	10	1430	100	0.0699300699300699	0	NA	NA
"srh-240"	"WBGene00005447"	"F37B4.13"	"V"	"+"	0.136982261670469	FALSE	193179	93	2086	496	0.23777564717162	0	NA	NA
"srh-241"	"WBGene00005448"	"F37B4.6"	"V"	"-"	0.13709963783527	FALSE	45406	25	1812	261	0.144039735099338	0	NA	NA
"srh-243"	"WBGene00005449"	"F37B4.3"	"V"	"+"	0.13722241445065	FALSE	27130	16	1680	179	0.106547619047619	0	NA	NA
"srh-244"	"WBGene00005450"	"C03G6.9"	"V"	"+"	0.351012441108803	FALSE	10320	9	1174	32	0.0272572402044293	0	NA	NA
"srh-245"	"WBGene00005451"	"F31F4.9"	"V"	"-"	0.0313190289894275	FALSE	9325	8	1197	0	0	0	NA	NA
"srh-246"	"WBGene00005452"	"F31F4.18"	"V"	"-"	0.0314056990524838	FALSE	13357	10	1280	85	0.06640625	0	NA	NA
"srh-248"	"WBGene00005454"	"H05B21.2"	"V"	"-"	0.141220492272577	FALSE	11466	11	1039	31	0.0298363811357074	0	NA	NA
"srh-250"	"WBGene00005456"	"C49D10.3"	"II"	"+"	0.253887925465239	FALSE	8912	7	1262	0	0	0	NA	NA
"srh-255"	"WBGene00005461"	"F28B1.8"	"V"	"+"	0.815598197874421	FALSE	8059	5	1496	0	0	0	NA	NA
"srh-257"	"WBGene00005463"	"T06E6.6"	"V"	"+"	0.736435262935035	FALSE	71467	17	4153	253	0.0609198169997592	0	NA	NA
"srh-261"	"WBGene00005467"	"K03D7.4"	"V"	"+"	0.836267323259502	FALSE	10619	7	1556	0	0	0	NA	NA
"srh-264"	"WBGene00005470"	"T06E6.8"	"V"	"+"	0.736695440394797	FALSE	10612	9	1203	0	0	0	NA	NA
"srh-265"	"WBGene00005471"	"T06E6.9"	"V"	"+"	0.736799888932326	FALSE	7530	6	1366	0	0	0	NA	NA
"srh-266"	"WBGene00005472"	"F31F4.6"	"V"	"+"	0.0317986176758181	FALSE	6418	6	1127	0	0	0	NA	NA
"srh-268"	"WBGene00005474"	"C54F6.1"	"V"	"+"	0.360357251753713	FALSE	22794	14	1577	130	0.082435003170577	0	NA	NA
"srh-269"	"WBGene00005475"	"T03E6.5"	"V"	"-"	0.79291382027874	FALSE	20693	11	1942	43	0.0221421215242019	0	NA	NA
"srh-271"	"WBGene00005477"	"W02H5.6"	"V"	"-"	0.125207128785931	FALSE	8164	5	1630	0	0	0	NA	NA
"srh-274"	"WBGene00005479"	"C32B5.2"	"II"	"+"	0.0643925578070007	FALSE	11413	8	1423	0	0	0	NA	NA
"srh-275"	"WBGene00005480"	"C03G6.7"	"V"	"+"	0.351442541595417	FALSE	8249	7	1143	0	0	0	NA	NA
"srh-276"	"WBGene00005481"	"F21A3.1"	"V"	"+"	0.74220676748145	FALSE	11540	8	1398	41	0.0293276108726753	0	NA	NA
"srh-278"	"WBGene00005483"	"T09F5.8"	"V"	"+"	0.725048819117404	FALSE	10332	9	1181	61	0.0516511430990686	0	NA	NA
"srh-279"	"WBGene00005484"	"F11A5.2"	"V"	"+"	0.77393563331992	FALSE	6502	5	1226	0	0	0	NA	NA
"srh-282"	"WBGene00005487"	"T21D12.5"	"IV"	"-"	0.0155934415501603	FALSE	12107	13	949	113	0.119072708113804	0	NA	NA
"srh-283"	"WBGene00005488"	"C47A10.2"	"V"	"+"	0.849068589545684	FALSE	8522	6	1433	0	0	0	NA	NA
"srh-284"	"WBGene00005489"	"C47A10.3"	"V"	"+"	0.849189072164357	FALSE	18485	9	2073	31	0.014954172696575	0	NA	NA
"srh-286"	"WBGene00005490"	"Y59A8A.4"	"V"	"-"	0.852738052339447	FALSE	57266	21	2724	319	0.117107195301028	0	NA	NA
"srh-287"	"WBGene00005491"	"C47A10.9"	"V"	"+"	0.850756015289488	FALSE	4424	4	1069	0	0	0	NA	NA
"srh-290"	"WBGene00005494"	"C47A10.11"	"V"	"+"	0.850283284697417	FALSE	44893	23	1980	381	0.192424242424242	0	NA	NA
"srh-293"	"WBGene00005497"	"K08G2.8"	"V"	"+"	0.758296669212366	FALSE	6969	6	1195	0	0	0	NA	NA
"srh-296"	"WBGene00005500"	"Y94A7B.4"	"V"	"+"	0.851243561276953	FALSE	19043	8	2442	92	0.0376740376740377	0	NA	NA
"srh-298"	"WBGene00005502"	"Y94A7B.5"	"V"	"+"	0.851643170724014	FALSE	17904	8	2137	22	0.0102948058025269	0	NA	NA
"srh-300"	"WBGene00005504"	"Y94A7B.6"	"V"	"+"	0.851789508597231	FALSE	28226	16	1785	243	0.136134453781513	0	NA	NA
"srh-301"	"WBGene00005505"	"Y94A7B.8"	"V"	"+"	0.851949371492694	FALSE	28954	10	2865	98	0.0342059336823735	0	NA	NA
"srh-303"	"WBGene00005507"	"Y94A7B.7"	"V"	"+"	0.852245297067794	FALSE	14912	8	1769	0	0	0	NA	NA
"srh-304"	"WBGene00005508"	"Y94A7B.9"	"V"	"+"	0.852090571769121	FALSE	9142	7	1374	0	0	0	NA	NA
"srh-305"	"WBGene00005509"	"Y49F6A.3"	"II"	"-"	0.235137836702058	FALSE	12307	9	1439	72	0.0500347463516331	0	NA	NA
"srh-105"	"WBGene00005512"	"T27A1.7"	"II"	"-"	0.0332987421447449	FALSE	2862	3	1082	0	0	0	NA	NA
"sri-1"	"WBGene00005513"	"F36G9.8"	"V"	"-"	0.76308574577355	FALSE	6898	5	1398	0	0	0	NA	NA
"sri-2"	"WBGene00005514"	"F36G9.9"	"V"	"-"	0.762970424647465	FALSE	10914	8	1364	0	0	0	NA	NA
"sri-4"	"WBGene00005516"	"C05E4.4"	"V"	"+"	0.0358152864293846	FALSE	37042	18	2062	214	0.103782735208535	0	NA	NA
"sri-6"	"WBGene00005518"	"T09E8.5a"	"V"	"+"	0.630206583961713	FALSE	11713	7	1745	0	0	0	NA	NA
"sri-7"	"WBGene00005519"	"T06E6.4"	"V"	"+"	0.736041914187318	FALSE	11821	8	1494	79	0.0528781793842035	0	NA	NA
"sri-10"	"WBGene00005522"	"C54E10.4"	"V"	"-"	0.89873507587872	FALSE	112360	46	2426	565	0.232893652102226	0	NA	NA
"sri-13"	"WBGene00005525"	"M01G12.13"	"I"	"+"	0.805553933757481	FALSE	32907	15	2198	208	0.094631483166515	0	NA	NA
"sri-15"	"WBGene00005527"	"F15H9.2"	"I"	"-"	0.806284970297432	FALSE	243924	74	3313	862	0.260187141563538	0	NA	NA
"sri-17"	"WBGene00005529"	"F15H9.3"	"I"	"+"	0.805808272240568	FALSE	29801	10	2971	173	0.0582295523392797	0	NA	NA
"sri-18"	"WBGene00005530"	"Y22F5A.2"	"V"	"-"	0.490323037748672	FALSE	32661	17	1894	154	0.0813093980992608	0	NA	NA
"sri-19"	"WBGene00005531"	"Y69E1A.6b"	"IV"	"+"	0.626508982110206	FALSE	31477	13	2335	23	0.00985010706638116	0	NA	NA
"sri-21"	"WBGene00005533"	"T24A6.4"	"V"	"+"	0.169688059460395	FALSE	17117	12	1373	43	0.0313182811361981	0	NA	NA
"sri-24"	"WBGene00005536"	"C41G6.11"	"V"	"+"	0.727050594097355	FALSE	17425	11	1538	0	0	0	NA	NA
"sri-25"	"WBGene00005537"	"C41G6.10"	"V"	"+"	0.727300305197145	FALSE	25893	15	1749	73	0.0417381360777587	0	NA	NA
"sri-26"	"WBGene00005538"	"C41G6.14"	"V"	"+"	0.727205653937215	FALSE	11007	9	1288	0	0	0	NA	NA
"sri-28"	"WBGene00005540"	"B0454.3"	"II"	"+"	0.199585867815279	FALSE	4618	3	1676	0	0	0	NA	NA
"sri-29"	"WBGene00005541"	"B0454.4"	"II"	"+"	0.199301989257315	FALSE	9843	5	1793	0	0	0	NA	NA
"sri-30"	"WBGene00005542"	"B0454.10"	"II"	"+"	0.199430757225683	FALSE	11640	6	1835	0	0	0	NA	NA
"sri-31"	"WBGene00005543"	"B0454.2"	"II"	"+"	0.19972370026325	FALSE	3321	3	1320	0	0	0	NA	NA
"sri-32"	"WBGene00005544"	"T10D4.12"	"II"	"-"	0.206406152432085	FALSE	7015	5	1434	0	0	0	NA	NA
"sri-33"	"WBGene00005545"	"Y27F2A.4"	"II"	"-"	0.20655285301714	FALSE	12112	7	1683	0	0	0	NA	NA
"sri-36"	"WBGene00005548"	"F33H12.5"	"II"	"-"	0.169161351074756	FALSE	59408	33	1812	364	0.200883002207506	0	NA	NA
"sri-38"	"WBGene00005550"	"D2062.8"	"II"	"+"	0.170923394283069	FALSE	25803	17	1498	186	0.124165554072096	0	NA	NA
"sri-39"	"WBGene00005551"	"F33H12.2"	"II"	"+"	0.169419312420281	FALSE	73356	34	2136	608	0.284644194756554	0	NA	NA
"sri-42"	"WBGene00005554"	"T10D4.9"	"II"	"-"	0.205631908434227	FALSE	37034	18	2038	285	0.139842983316977	0	NA	NA
"sri-43"	"WBGene00005555"	"T10D4.10"	"II"	"-"	0.205768464655827	FALSE	4282	3	1259	0	0	0	NA	NA
"sri-45"	"WBGene00005557"	"K07E8.9"	"II"	"-"	0.0432571037868516	FALSE	19088	11	1706	142	0.0832356389214537	0	NA	NA
"sri-46"	"WBGene00005558"	"K07E8.11"	"II"	"-"	0.0438704778145716	FALSE	12229	8	1620	0	0	0	NA	NA
"sri-47"	"WBGene00005559"	"F22E5.4"	"II"	"+"	0.173932114312447	FALSE	14468	11	1353	0	0	0	NA	NA
"sri-48"	"WBGene00005560"	"ZC239.9"	"II"	"-"	0.209448021623332	FALSE	18522	14	1289	81	0.0628394103956555	0	NA	NA
"sri-51"	"WBGene00005563"	"ZC239.8"	"II"	"-"	0.209324391284199	FALSE	7453	5	1486	0	0	0	NA	NA
"sri-53"	"WBGene00005565"	"ZC239.10"	"II"	"-"	0.209557122616099	FALSE	7203	5	1416	0	0	0	NA	NA
"sri-57"	"WBGene00005569"	"F22E5.16"	"II"	"-"	0.174831919350871	FALSE	15203	10	1568	73	0.0465561224489796	0	NA	NA
"sri-60"	"WBGene00005572"	"Y47G7B.3"	"II"	"-"	0.176847211684265	FALSE	14759	10	1469	77	0.0524166099387338	0	NA	NA
"sri-61"	"WBGene00005573"	"F34D6.6"	"II"	"-"	0.176681891283708	FALSE	11033	8	1465	49	0.0334470989761092	0	NA	NA
"sri-62"	"WBGene00005574"	"F34D6.5"	"II"	"-"	0.176558293668327	FALSE	12835	8	1540	52	0.0337662337662338	0	NA	NA
"sri-63"	"WBGene00005575"	"F39E9.3"	"II"	"+"	0.215204620646293	FALSE	20565	12	1659	122	0.0735382760699216	0	NA	NA
"sri-65"	"WBGene00005577"	"F13A7.8"	"V"	"-"	0.78318552985111	FALSE	18772	11	1707	0	0	0	NA	NA
"sri-66"	"WBGene00005578"	"F28B1.6"	"V"	"+"	0.815371546220688	FALSE	5186	4	1345	0	0	0	NA	NA
"sri-67"	"WBGene00005579"	"Y60A3A.22a"	"V"	"+"	0.955317914489361	FALSE	103549	41	2521	836	0.331614438714796	0	NA	NA
"sri-69"	"WBGene00005581"	"Y102A5C.32"	"V"	"-"	0.812830753702176	FALSE	6711	6	1171	0	0	0	NA	NA
"sri-70"	"WBGene00005582"	"Y61B8B.1"	"V"	"+"	0.8269736735203	FALSE	11847	9	1385	0	0	0	NA	NA
"sri-73"	"WBGene00005585"	"C14C6.10a"	"V"	"-"	0.0270136034004678	FALSE	23273	14	1655	91	0.0549848942598187	0	NA	NA
"sri-74"	"WBGene00005586"	"F33H12.4"	"II"	"-"	0.168993543668965	FALSE	23342	11	2106	136	0.0645773979107312	0	NA	NA
"sri-77"	"WBGene00005589"	"D2062.9"	"II"	"-"	0.170445823830628	FALSE	28976	13	2212	137	0.0619349005424955	0	NA	NA
"sri-78"	"WBGene00005590"	"Y27F2A.2"	"II"	"+"	0.208514052986694	FALSE	12700	8	1633	41	0.0251071647274954	0	NA	NA
"srj-1"	"WBGene00005591"	"ZK829.8"	"IV"	"-"	0.683936518414579	FALSE	14296	9	1518	62	0.0408432147562582	0	NA	NA
"srj-4"	"WBGene00005592"	"C27A7.7"	"V"	"+"	0.581330809618346	FALSE	9802	7	1330	0	0	0	NA	NA
"srj-5"	"WBGene00005593"	"F31F4.16"	"V"	"-"	0.0311810785416681	FALSE	6036	5	1204	0	0	0	NA	NA
"srj-6"	"WBGene00005594"	"F31F4.8"	"V"	"-"	0.0312540324160851	FALSE	5993	6	1075	0	0	0	NA	NA
"srj-7"	"WBGene00005595"	"T28A11.10"	"V"	"+"	0.155124955912251	FALSE	11479	7	1720	0	0	0	NA	NA
"srj-8"	"WBGene00005596"	"T28A11.9"	"V"	"+"	0.155249930941141	FALSE	10233	8	1326	0	0	0	NA	NA
"srj-11"	"WBGene00005599"	"T28A11.12"	"V"	"+"	0.15494179461274	FALSE	7497	6	1213	0	0	0	NA	NA
"srj-13"	"WBGene00005601"	"R13D7.3"	"V"	"+"	0.353814701460224	FALSE	7057	6	1256	0	0	0	NA	NA
"srj-14"	"WBGene00005602"	"C03G6.3a"	"V"	"+"	0.352293566581821	FALSE	5756	5	1252	0	0	0	NA	NA
"srj-15"	"WBGene00005603"	"Y40B10B.2"	"V"	"-"	0.0938560316342146	FALSE	22063	11	2092	85	0.0406309751434034	0	NA	NA
"srj-16"	"WBGene00005604"	"T06A1.2"	"V"	"-"	0.0934438529968677	FALSE	35226	13	2649	269	0.101547753869385	0	NA	NA
